FIPS,Population,Area,Land Area,Water Area,Median Age,Median Age (Male),Median Age (Female),Pop 16-19,Pop 16-19 (Dropped Out),Median HH,Median Structure Year,Median Value,Median Gross Rent,Median Rent as Pct of Income,Rented Housing Units,Units No Cars
80150002002,1836,1.038589,1.038589,0,53.8,51.5,58.1,23,0,56250,1971,335600,946,51,103,0
80150002003,1314,34.05935,34.05935,0,50.8,50.3,57,38,0,72083,1980,397300,1100,34.0999984741211,169,17
80150003001,1081,108.9327,108.9327,0,49.5,48.9,50.7,25,0,81736,1996,391500,,19.8999996185303,49,8
80150003002,840,156.5177,156.2961,0.221696,66.5,63.8,67.7,0,0,65739,1997,584100,,,8,0
80150003003,1197,158.8566,158.6655,0.1910383,58.7,56,59.7,78,17,50139,1997,439000,845,43.9000015258789,147,26
80150004011,867,1.053787,1.053787,0,45.5,45.4,45.6,18,18,38583,1990,331700,872,31,90,32
80150004012,1227,121.3208,121.1301,0.1907156,53.4,55.2,50.7,73,0,70905,1990,353500,,14,104,65
80150004013,1318,241.0557,240.2586,0.7971674,56.5,56.4,57.8,111,13,47500,1994,383600,,,63,0
80150004014,1542,5.429209,5.335048,0.09416028,52.8,57.1,46.3,92,0,,1989,309500,946,47.0999984741211,127,0
80150004021,2951,2.749506,2.715288,0.03421753,37.3,35.5,40.7,92,0,55306,1969,194600,568,17.7999992370605,357,0
80150004022,1159,174.9395,174.9375,0.002057152,60.2,61.5,52.7,11,0,66080,1993,346900,994,22.2000007629395,125,0
80179606001,874,682.4863,681.9288,0.5575069,42.3,39.5,53.8,46,0,51875,1973,117900,419,22.8999996185303,118,20
80179606002,484,607.4584,604.8887,2.56967,36.4,37.6,34.3,24,0,70000,1959,71300,632,13.8000001907349,36,0
80179606003,668,491.4841,491.4583,0.02581248,38.3,41,36.9,24,0,49750,1974,141700,485,14.6000003814697,67,0
80190147001,1382,97.17438,96.97897,0.1954136,51.5,52.8,50.3,152,0,106333,1977,498400,486,17.3999996185303,112,0
80190147002,1123,52.14328,51.94387,0.199414,51.3,45.9,57.2,0,0,73033,1976,316300,,,51,0
80190147003,2772,38.20187,38.12697,0.0748961,47.8,51.5,47.1,325,52,100884,1982,556300,1068,33.4000015258789,189,0
80190148001,1685,5.841722,5.828638,0.01308423,39.3,42.3,36.6,42,0,47250,0,254400,739,32.5,313,75
80190149001,1380,172.4054,171.6729,0.7324991,48,45.3,52.6,28,0,55000,1966,296100,993,27.6000003814697,272,12
80190149002,1153,30.7266,30.67547,0.05113962,49.8,45.6,50.8,61,19,39349,1968,218400,672,28.7999992370605,64,4
80219748001,1987,48.36394,48.34245,0.02148504,35.8,37.7,32.6,188,53,38510,1977,120100,729,28.2000007629395,111,8
80219748002,1775,190.3975,190.2697,0.1278021,43.6,35.8,48.3,97,0,28265,1965,85900,460,30.5,245,70
80219749001,1194,5.994702,5.994702,0,33.4,41,24.5,45,7,44750,1981,120000,510,18.2000007629395,78,4
80219749002,1660,133.6673,133.4356,0.2316443,37,36.3,37.3,50,0,46607,1978,149400,704,37.7000007629395,148,8
80219749003,659,849.5321,846.3632,3.168928,58.6,60.8,53.5,19,0,35882,1976,156100,,,24,0
80219749004,853,63.00087,62.98496,0.01590857,48.5,48.1,48.9,33,0,22353,1959,148700,325,43.2999992370605,49,16
80239726001,994,358.9665,358.6755,0.2909481,55.8,56.3,55.1,51,0,41458,1990,165800,499,40.2000007629395,93,21
80239726002,1067,242.8545,241.6913,1.163206,43.6,44.9,43.3,113,0,42266,1990,85700,740,33.0999984741211,101,0
80239727001,804,12.8196,12.80214,0.01746572,41.2,48,39.9,6,0,23819,1968,105400,338,29.5,233,85
80239727002,880,615.7199,613.7827,1.937239,57.2,54,60.3,26,0,26635,1951,105100,,,114,0
80259696001,1434,58.16589,57.83164,0.3342529,31.2,31.2,32.5,348,15,44250,1949,84400,729,27.8999996185303,21,0
80259696002,991,693.7097,684.6189,9.090775,34.3,40.6,32.3,84,0,55000,1959,99300,1189,22.7999992370605,152,7
80259696003,1299,20.63948,20.04182,0.5976638,38.2,38.6,27.9,78,0,23828,1953,66500,475,33.2999992370605,49,8
80259696004,2030,27.81369,24.92882,2.884872,38.3,37.5,43.2,116,0,37639,1956,74800,735,40.7999992370605,136,22
80279701001,1284,259.7144,259.5642,0.1501934,63.2,63.2,63.2,0,0,82667,1995,505400,,,11,0
80279701002,1076,76.82048,76.79475,0.02573178,58.6,59,58.3,30,4,43813,1988,194500,658,41.5999984741211,134,9
80279701003,924,67.47002,66.91936,0.550662,62,61.7,64.4,17,0,44263,1992,252300,625,37,91,10
80279701004,1492,335.9197,335.3471,0.5725582,49.4,52.5,48.8,110,0,54735,1988,287100,,,48,0
80299646001,641,204.6004,204.1815,0.418834,59.4,53.7,59.8,27,0,37578,1978,345800,,,51,0
80299646002,778,2.336613,2.336613,0,57.3,53.6,63.1,57,19,38000,1970,193800,775,27.5,63,22
80299646003,835,12.89922,12.89922,0,51.7,35.8,57.4,1,0,74056,1957,215100,1219,29.7000007629395,43,3
80299646004,1153,37.5784,37.54801,0.03038933,50.9,45.4,55,72,0,59426,1977,245000,653,28.8999996185303,109,33
80299647001,1380,8.873738,8.873738,0,48.3,50,48.2,19,0,54643,1977,214600,1114,22.5,144,0
80299647002,1140,110.9756,110.3404,0.635196,54.9,43.8,57.3,94,0,64125,1995,343400,,,58,0
80299647003,1655,13.13295,12.86353,0.2694217,60.4,62.5,58.7,22,0,55833,1986,250500,875,36.7999992370605,189,14
80299648001,1776,6.528427,6.315279,0.2131489,44.4,41.4,48.3,45,0,40375,1985,137000,766,39.4000015258789,179,18
80299648002,802,5.395558,5.309863,0.08569615,46.6,38.6,51.4,21,0,41875,1993,217900,932,28.6000003814697,114,20
80299648003,1539,222.3879,221.4195,0.9684149,40.9,38.2,60.2,20,0,58063,1983,302800,,29.2999992370605,60,0
80299649001,1640,67.09224,66.78633,0.305913,39.8,34.6,53.3,170,0,,1994,319600,,,53,0
80299649002,1982,6.371883,6.176408,0.195475,53.1,40.9,56.2,176,0,55800,1999,320700,1155,32.2000007629395,113,0
80299649003,2227,0.967769,0.967769,0,38.7,40.7,38.6,211,60,40769,1980,158200,872,29.5,460,179
80299650001,1452,138.2899,137.6203,0.6696197,52.7,60.9,40.5,37,0,38795,1978,232900,916,51,149,0
80299650002,1042,20.17122,20.15142,0.01980511,48,47.6,54.5,0,0,45938,1975,290700,723,45,128,8
80299650003,910,6.031583,6.031583,0,38.1,43.3,33.1,18,0,38300,1979,124600,941,27.1000003814697,165,14
80299650004,1093,155.0273,154.4117,0.6156353,51.4,53.4,49.6,88,0,74226,1994,314300,1125,51,73,0
80299651001,1068,16.27134,16.22413,0.04720331,39.3,39.9,37.7,69,1,65929,1997,288300,,,39,0
80299651002,1575,1.590864,1.443625,0.1472385,42.4,42.1,43,115,0,39444,1961,131300,696,40.9000015258789,247,94
80299651003,1327,0.6680483,0.6653317,0.002716615,46.7,33.6,51.5,35,0,34489,1967,141800,631,28.8999996185303,287,31
80299652001,1200,58.21126,57.90878,0.3024759,54.1,54.4,53.2,24,0,64609,1998,252100,,,6,0
80299652002,815,49.61423,47.99279,1.621446,62.5,60.4,64.6,0,0,48309,1991,293700,825,51,91,0
80299652003,1280,2.209792,2.209792,0,41.3,40.2,41.8,129,0,39750,1981,182700,876,32.0999984741211,95,5
80299652004,1255,1.372731,1.372731,0,46.8,46.6,48.9,45,13,31176,1977,172500,844,45.7999992370605,216,9
80310001021,839,0.2418934,0.2044415,0.03745191,41.7,42.8,37.8,14,0,130375,1949,511100,1352,22.5,111,12
80310001022,1727,0.2320304,0.2320304,0,35.5,35.6,35.5,21,0,78708,0,446000,2022,43.7000007629395,231,0
80310001023,925,0.2654673,0.2089133,0.05655393,35.8,38.1,34.5,0,0,120694,1950,458700,1944,20.7000007629395,98,0
80310002011,1701,0.2910044,0.2910044,0,45.5,40.9,50.8,23,0,44706,1954,317700,1095,40.5,455,252
80310002012,2119,0.5156143,0.5156143,0,32.1,32.4,32,147,25,75065,1948,276600,1745,35.7000007629395,227,0
80310002021,476,0.198533,0.198533,0,27.5,16.4,33.5,27,27,9571,1966,,,40.2000007629395,244,118
80310002022,1506,0.2371776,0.2371776,0,36.5,33.3,43.3,67,0,58611,1951,387400,815,26.2999992370605,352,52
80310002023,1041,0.1246983,0.1246983,0,37.8,42.5,36.1,17,0,102933,0,533900,1596,22.7000007629395,104,0
80310002024,983,0.1233419,0.1233419,0,40.5,37.2,43.4,53,0,93804,0,422700,1682,48.4000015258789,111,14
80310003011,662,0.1254519,0.1254519,0,42.5,42.5,42.5,0,0,87455,0,474200,1672,17.8999996185303,97,0
80310003012,887,0.1241403,0.1241403,0,35,38.2,32.5,0,0,108692,1951,479200,1442,19,97,14
80310003013,1083,0.1553289,0.1553289,0,40.4,39.3,45.8,52,0,,1943,422200,1352,45.9000015258789,54,0
80310003014,1543,0.1546173,0.1546173,0,44.5,44.8,43.5,69,0,77886,1988,555100,,17.7999992370605,448,312
80310003015,765,0.09253132,0.09253132,0,40.2,26.9,41.4,0,0,109196,1962,710100,,,46,0
80310003016,929,0.0920429,0.0920429,0,32.9,34.9,32.3,21,0,128533,0,640200,1534,16.6000003814697,125,0
80310003021,591,0.09452747,0.09452747,0,40.5,42.1,37,0,0,103548,1952,603400,1592,26.2000007629395,145,0
80310003022,731,0.09407534,0.09407534,0,40.8,32.6,51,21,0,105688,0,578500,,,41,0
80310003023,840,0.1227616,0.1227616,0,40.1,36.8,42.1,30,0,87928,1949,381300,,29.3999996185303,103,0
80310003024,755,0.09215526,0.09215526,0,36.7,37.2,36.4,61,0,129919,1955,644100,1177,37.5,44,0
80310003025,1670,0.1540289,0.1540289,0,31.5,30,31.7,72,0,84716,1991,490700,931,21.7999992370605,313,46
80310003031,700,0.08076215,0.08076215,0,39.5,34.3,40.2,0,0,133625,0,535500,,,23,0
80310003032,821,0.1070495,0.1070495,0,36.4,36.8,36.1,0,0,56146,0,472100,1276,32,158,68
80310003033,1037,0.09214367,0.09214367,0,39.4,38,39.9,13,0,162361,0,629100,1663,22.7000007629395,168,37
80310003034,769,0.09583249,0.09583249,0,35.2,28.7,41.3,0,0,,0,567400,1587,20.3999996185303,154,21
80310003035,675,0.09520778,0.09520778,0,36,38.1,35.4,11,0,91985,0,568100,,,30,0
80310003036,663,0.09406608,0.09406608,0,45.5,44.8,45.8,0,0,,0,536600,1783,17.7999992370605,116,20
80310004011,696,0.08299035,0.08299035,0,33.4,33.5,33,0,0,,0,462300,1272,29.1000003814697,61,17
80310004012,1156,0.08304517,0.08304517,0,35.2,35.9,30.7,16,0,64167,0,457100,679,30.7999992370605,154,87
80310004013,746,0.1053341,0.1053341,0,37,34.8,37.4,12,0,84583,0,517400,1221,23.5,170,6
80310004014,1003,0.106214,0.106214,0,32.4,32,35.5,8,0,101573,0,385400,1790,25.7000007629395,210,18
80310004021,685,0.1037406,0.1037406,0,36.3,32.5,42.7,0,0,,0,473700,,18.5,119,0
80310004022,1231,0.1033341,0.1033341,0,29.2,28.7,30.8,0,0,88966,0,623200,1942,33.7999992370605,214,0
80310004023,1668,0.1179863,0.1179863,0,33.8,32.1,34.2,0,0,88114,2000,462900,1725,27.3999996185303,773,109
80310004024,816,0.1458918,0.1458918,0,30.8,30.2,35.2,0,0,77439,1962,480000,1070,20,286,98
80310004025,813,0.08342973,0.08342973,0,38.5,39.4,38.1,17,0,76442,0,635700,1483,30.2000007629395,295,101
80310004026,537,0.08471198,0.08471198,0,42.9,40.9,45.1,25,0,,0,490100,1356,23.3999996185303,66,14
80310005011,1157,0.1852997,0.1852997,0,39,38.7,39.6,0,0,104375,1949,595000,1575,34.0999984741211,129,7
80310005012,1026,0.5986372,0.3219274,0.2767098,38.8,38.8,38.8,18,0,145313,1946,651000,2236,14.5,135,8
80310005021,1184,0.12594,0.12594,0,34.7,34.6,35,0,0,146849,0,552200,1375,21.1000003814697,185,40
80310005022,1323,0.166283,0.166283,0,35.3,34.3,35.8,57,0,118917,0,584800,,23.3999996185303,114,34
80310005023,924,0.1245554,0.1245554,0,29.6,29.4,37,66,23,75667,1983,439500,1778,24.7999992370605,88,0
80310005024,1525,0.06269296,0.06269296,0,57.9,57.9,57.9,0,0,14300,1970,463300,445,30.7000007629395,844,498
80310005025,1050,0.1359377,0.1359377,0,39.1,35.3,44.1,65,11,117019,1947,602200,1193,19.7999992370605,118,0
80310006001,2078,0.3398131,0.3398131,0,29.9,31.2,29.6,43,0,75652,2008,475000,1471,24.7000007629395,1084,119
80310006002,1412,0.1512246,0.1512246,0,31.2,31.6,30.6,27,0,63558,1979,599200,1069,24.6000003814697,472,86
80310007011,1699,0.1847723,0.1847723,0,39.6,38.5,41.5,51,34,27030,1965,467500,767,32.9000015258789,838,328
80310007012,1131,0.1415983,0.1415983,0,33.1,31.2,33.4,0,0,77684,1950,440000,1182,27.8999996185303,253,0
80310007013,1686,0.1363358,0.1363358,0,34.1,32,37.3,58,0,46971,1959,445600,971,23.2999992370605,490,249
80310007021,722,0.083939,0.083939,0,31.8,30.9,32.3,0,0,,1989,585900,1540,46.5999984741211,111,73
80310007022,1131,0.1754564,0.1754564,0,29.1,32.4,26.8,28,15,54875,1967,,1335,31.7000007629395,604,191
80310007023,1378,0.09400932,0.09400932,0,29.4,18.9,35.9,100,37,14145,1964,351900,860,38,468,225
80310007024,743,0.0821915,0.0821915,0,31.9,35.9,28.7,0,0,,1940,396200,,23.6000003814697,130,18
80310007025,825,0.1080395,0.1080395,0,34.9,35.7,32.7,25,0,73571,1947,628300,1161,43.9000015258789,218,69
80310008001,1437,0.6404362,0.6404362,0,14.6,11,24.9,144,3,13125,1960,381300,302,29,386,139
80310009021,848,0.0917232,0.0917232,0,33.4,30,33.4,42,0,53994,1952,350500,994,14.8000001907349,27,0
80310009022,1065,0.1185577,0.1185577,0,33.7,30.8,42,85,34,63922,1948,264500,1224,22.8999996185303,153,0
80310009023,842,0.1348589,0.1348589,0,39.9,44.4,39.5,0,0,38671,1956,245600,,28.7999992370605,157,0
80310009024,2030,0.1913611,0.1913611,0,31,27.6,38.2,166,28,62074,1954,239100,1589,51,159,0
80310009025,1360,0.1871476,0.1871476,0,36.6,33.6,36.8,97,0,50441,1954,253200,1163,24.3999996185303,119,0
80310009031,1469,0.2434807,0.2367652,0.006715475,30.9,30.6,31.3,115,0,31713,1953,261400,1349,51,292,11
80310009032,1548,0.1464505,0.1464505,0,30.4,36.2,28.2,126,0,39524,1950,174600,1114,28.8999996185303,253,49
80310009033,708,0.0993325,0.0993325,0,27.1,27.5,25.9,26,0,,1955,177700,1283,26,127,14
80310009034,1335,0.1691695,0.1691695,0,32.7,32.3,33.2,166,30,44464,1954,253600,877,43,141,26
80310009035,961,0.1130777,0.1130777,0,39,33.3,42.2,95,0,61875,1952,273700,1321,31.3999996185303,38,0
80310009041,1316,0.1408929,0.1408929,0,32.2,30.9,43,117,0,55699,1953,300700,1362,35.2000007629395,131,13
80310009042,1530,0.104214,0.104214,0,37.9,33.7,41.5,65,7,15676,1969,213100,439,32.5,474,269
80310009043,1132,0.1096414,0.1096414,0,25.9,22.6,30.8,117,21,21607,1969,295000,794,49.7000007629395,231,98
80310009044,1605,0.124501,0.124501,0,31,34.3,29.5,70,0,35107,1965,266000,1073,43.7999992370605,354,66
80310009051,1219,0.1213044,0.1213044,0,38.9,39.5,36.7,39,0,,1949,242000,1481,44.7999992370605,134,53
80310009052,992,0.1052024,0.1052024,0,32.7,35.1,31.3,33,0,59228,1949,197600,1185,27.6000003814697,138,14
80310009053,814,0.103385,0.103385,0,32.5,33,29.2,19,0,,1943,324000,1496,51,75,0
80310009054,1238,0.1769804,0.1769804,0,35.6,36.3,35,30,0,64357,0,228100,1844,51,73,0
80310010001,1789,0.6990824,0.6990824,0,38.2,34.7,38.8,124,11,35388,1952,262700,,35.0999984741211,391,64
80310010002,1018,0.1263542,0.1263542,0,24.7,24.5,25.3,125,28,51786,1956,185600,1355,21.1000003814697,78,10
80310010003,1996,0.1346856,0.1346856,0,34.7,34.6,36.4,74,0,54347,1950,213400,1299,36.2999992370605,244,0
80310011011,558,0.09284445,0.09284445,0,28.6,29,27.3,57,0,91029,1948,486700,2048,40,56,0
80310011012,521,0.06728525,0.06728525,0,26,19.3,27.7,33,19,,1967,350000,409,14.3999996185303,177,38
80310011013,616,0.09575334,0.09575334,0,38.3,36,40.6,17,0,55893,0,469100,937,22.1000003814697,157,11
80310011014,789,0.09117842,0.09117842,0,35.7,35.9,35.1,65,12,65714,0,420400,1432,33.0999984741211,98,0
80310011021,1775,0.1737884,0.1737884,0,33,37.5,31,44,0,73575,2010,396600,1631,24,526,39
80310011022,812,0.09468963,0.09468963,0,29.8,27.3,31.4,34,0,89485,1952,625000,,19.1000003814697,76,0
80310011023,2212,0.2446289,0.2446289,0,34,34.8,31.9,21,0,104107,2003,612600,1816,20.8999996185303,921,100
80310013011,824,0.1252087,0.1252087,0,36.6,36.8,36.4,27,0,62857,1956,281300,1150,27.8999996185303,127,48
80310013012,1121,0.1545277,0.1545277,0,42.1,45.1,39.6,39,0,52969,1955,276500,1444,39,161,16
80310013013,1300,0.1973469,0.1752969,0.02204991,34.8,34.8,34.8,9,0,56078,1955,298700,989,36,192,69
80310013014,1038,0.1251033,0.1251033,0,34.8,34.1,36.9,30,0,83860,1949,280000,1201,33.9000015258789,84,28
80310013015,976,0.1259512,0.1259512,0,30.3,29.6,33.3,25,0,39330,1954,294600,1172,51,180,23
80310013021,1761,0.2516216,0.2516216,0,33.4,35.1,33.3,84,0,46168,1956,293500,1306,37,232,9
80310013022,804,0.3895918,0.3744705,0.01512131,36.3,37.6,29.1,23,0,41429,1958,220000,818,29.3999996185303,170,22
80310013023,1409,0.1754904,0.1754904,0,35.9,36.7,35.5,65,0,56711,1955,256100,1922,28.7999992370605,151,0
80310014011,1395,0.3461781,0.3461781,0,30.7,33.8,30,89,36,40458,1958,273700,1016,40.0999984741211,231,8
80310014012,534,0.09088729,0.09088729,0,38.6,38.6,42,5,0,73750,,265500,,,36,0
80310014013,1369,0.1183565,0.1183565,0,46.9,44.7,59.2,29,0,21310,1963,276400,598,31.5,496,141
80310014014,1679,0.1269195,0.1269195,0,36.1,30.8,45.2,38,0,33125,1959,301400,358,28.8999996185303,407,220
80310014015,1424,0.1249156,0.1249156,0,25.6,21.8,32.4,84,11,75905,1955,302100,1797,27,147,0
80310014021,1110,0.2804642,0.2804642,0,31.2,32.4,30.7,84,0,49330,1955,210800,1568,39.5,82,21
80310014022,656,0.1168314,0.1168314,0,33.9,33.8,37.9,0,0,71875,1957,281400,1923,26.7000007629395,122,0
80310014023,673,0.1234623,0.1234623,0,46.3,50.3,36.3,16,0,60733,1959,275000,,,37,10
80310014024,2304,0.1242956,0.1242956,0,28.5,28.1,29.9,91,0,39297,1960,287900,906,31,391,169
80310014031,1536,0.707023,0.6905669,0.01645606,30.5,31.2,28.5,16,16,84125,2006,306300,1732,25.1000003814697,673,37
80310014032,1496,0.4255518,0.4255518,0,41.7,41.4,43.7,0,0,54739,1943,285800,1184,34.7999992370605,363,44
80310015001,1253,0.4937015,0.4891455,0.004556006,29.5,30.3,28.8,85,8,52755,1967,267500,1078,29.2999992370605,163,14
80310015002,1294,0.2896882,0.2896882,0,35,36.1,34.9,38,0,44500,0,227000,1319,46.2000007629395,153,12
80310015003,1830,1.290657,1.290657,0,21.9,21.6,28,451,44,52012,0,247900,1072,29.2000007629395,361,95
80310016001,2544,0.4937625,0.4937625,0,31.8,31.2,33.6,51,51,92535,2009,374800,1800,20.7000007629395,824,37
80310016002,7590,0.5706783,0.5706783,0,29.5,29.8,28.9,27,0,85574,2009,473000,1856,26.2999992370605,3688,237
80310016003,2227,0.1707212,0.1707212,0,32.8,34.6,31.1,0,0,,1984,454500,1071,36.4000015258789,678,130
80310017011,3670,0.1845947,0.1845947,0,32.9,33.1,32.7,38,0,101738,18,667600,2076,22.7000007629395,1856,230
80310017012,1357,0.0660393,0.0660393,0,33.7,34.4,31.4,0,0,109643,2008,555600,1899,19.3999996185303,570,64
80310017013,415,0.0485342,0.0485342,0,48.9,48.1,56,0,0,120167,0,1269200,1264,24.7000007629395,148,17
80310017014,1157,0.07220497,0.07220497,0,55.5,54.9,62.8,16,0,11430,1978,530800,355,32.5,622,361
80310017015,901,0.0683563,0.0683563,0,51.9,50.7,53.1,0,0,79722,1975,677700,1634,51,231,66
80310017021,2034,0.1843912,0.1843912,0,31.8,32.6,30.4,0,0,72029,1973,394200,1711,24.7999992370605,1181,427
80310017022,2457,0.2466845,0.2466845,0,27.5,34.5,22.9,402,0,76553,1973,444000,1034,49.7000007629395,523,276
80310018001,1935,0.0945599,0.0945599,0,31.4,35.6,28.8,80,29,50725,1983,289800,1306,29.7000007629395,820,325
80310018002,1635,0.2818708,0.2818708,0,33.1,31.7,34.9,41,0,42460,0,346300,1045,46.5999984741211,354,81
80310019011,1023,0.6965777,0.6965777,0,14.9,14.4,22.4,9,0,20027,1970,,,32.9000015258789,175,35
80310019012,2323,0.2049708,0.2049708,0,32.2,31.7,35.1,66,13,35737,1961,360400,942,32.0999984741211,728,299
80310019021,778,0.64802,0.64802,0,19.6,19.6,19.5,526,0,86875,0,500000,,,8,0
80310020001,2256,0.3039782,0.3039782,0,41.3,41.8,39.4,0,0,105962,2003,568600,1769,25.2999992370605,1107,289
80310021001,1679,0.1252303,0.1252303,0,35.2,31.3,41.4,92,0,102552,0,466900,1496,28.2999992370605,335,82
80310021002,1103,0.1256292,0.1256292,0,39.1,45.1,36.6,16,0,70401,0,459000,1070,21.7000007629395,293,30
80310021003,1829,1.023952,1.023952,0,30.7,32.2,27.8,11,0,72128,2009,421200,1696,25.3999996185303,837,245
80310021004,523,0.07467988,0.07467988,0,35.4,36.2,34.5,0,0,94750,0,361200,1456,27.5,62,0
80310021005,1434,0.1402188,0.1402188,0,45.8,39.4,46.1,58,0,75508,0,380400,866,43.2000007629395,303,17
80310023001,2247,0.1881148,0.1881148,0,32.5,31.9,32.9,155,0,66735,0,451100,,23,411,206
80310023002,1454,0.187682,0.187682,0,31.6,32.1,31.4,107,0,101429,1949,575600,,13.8000001907349,218,97
80310023003,1827,0.1877669,0.1877669,0,36.4,38.6,33.9,0,0,111406,0,466400,1413,19.7000007629395,329,0
80310024021,1135,0.06856789,0.06856789,0,32.3,33.4,31.3,30,0,80096,0,533200,1045,36.5999984741211,219,61
80310024022,899,0.09832516,0.09832516,0,39.3,37.6,41.1,7,0,73281,0,507100,919,26.7999992370605,218,85
80310024031,1290,0.1430721,0.1430721,0,38.6,35.8,40.6,40,0,52695,0,380700,1028,43.4000015258789,434,179
80310024032,1324,0.1062781,0.1062781,0,31.9,33.9,29.9,0,0,,1992,396100,1109,32.4000015258789,526,122
80310024033,1915,0.1137577,0.1137577,0,31,29.4,32,0,0,51971,2003,547300,1166,29.1000003814697,805,244
80310026011,1931,0.111892,0.111892,0,30.7,35.2,28.9,28,13,78594,2004,415800,1594,25,1054,267
80310026012,1938,0.08883516,0.08883516,0,36.1,36.8,33.7,0,0,39932,1951,,1026,28.6000003814697,1383,814
80310026021,2885,0.1518466,0.1518466,0,32.1,32.7,31.1,17,0,86447,1996,411700,1642,24.5,1267,245
80310027011,1058,0.08787106,0.08787106,0,34.9,34.9,34.8,0,0,30000,0,,879,35,956,418
80310027012,961,0.03989324,0.03989324,0,34.1,34.8,31.4,9,0,62308,1951,331700,1066,23,372,108
80310027013,1711,0.04859173,0.04859173,0,30.3,30.5,30,17,0,51585,1951,166500,1273,27.2000007629395,1141,244
80310027014,862,0.0453033,0.0453033,0,30.1,35.4,26.6,0,0,45333,1947,,1083,29.6000003814697,710,170
80310027021,1332,0.03415962,0.03415962,0,37.7,37.2,39.2,0,0,58350,1967,346100,1221,31.8999996185303,463,65
80310027022,2116,0.08756372,0.08756372,0,34.9,34.9,35,67,0,77500,0,281400,1266,25.6000003814697,860,166
80310027023,1032,0.02814337,0.02814337,0,31.9,33.6,31.3,0,0,78684,1969,405700,1334,20.7999992370605,502,75
80310027024,1098,0.06658448,0.06658448,0,34.2,34.3,34.1,0,0,72250,1964,465000,1406,23.3999996185303,646,129
80310027025,917,0.03663878,0.03663878,0,31.2,34.9,28.7,0,0,36959,1959,372700,975,31.5,552,142
80310027031,1556,0.07966331,0.07966331,0,35.2,38.7,31.2,116,0,43464,0,193800,1025,23.2000007629395,903,248
80310027032,1380,0.04345117,0.04345117,0,29,28.4,29.6,0,0,47981,1962,337000,1116,28.2000007629395,695,202
80310027033,1274,0.03689476,0.03689476,0,29.6,31.3,28.2,7,0,56017,1955,219700,1082,22.1000003814697,637,73
80310027034,1007,0.04167973,0.04167973,0,30.6,30.6,30.7,0,0,51953,1962,269200,1125,31,588,93
80310028011,943,0.08366911,0.08366911,0,34.4,35,34.1,0,0,65893,1959,539700,1327,24,374,61
80310028012,965,0.1163152,0.1163152,0,38.2,37.1,43.3,18,0,97273,0,556200,1648,22.1000003814697,137,20
80310028013,1094,0.09085139,0.09085139,0,33.5,33.7,33.4,0,0,65625,1967,263200,1351,27.5,610,19
80310028021,1668,0.1523826,0.1523826,0,34.6,35.6,32.5,51,28,72589,1965,429300,1145,22.8999996185303,620,114
80310028022,722,0.04608245,0.04608245,0,33.1,34.1,33.1,63,0,55625,1960,383300,1251,32.7000007629395,383,54
80310028023,982,0.09483673,0.09483673,0,30,36.2,28.9,18,0,52134,1948,600600,1260,26.8999996185303,446,35
80310028024,688,0.04909328,0.04909328,0,33.3,34.5,33.1,0,0,64737,1965,267400,1132,25,458,75
80310028031,918,0.03261521,0.03261521,0,33.5,33.6,33.1,0,0,81544,1974,368500,1218,24.7000007629395,474,18
80310028032,1628,0.07019646,0.07019646,0,32.8,32.5,33.5,0,0,53675,1965,394900,1491,29.7000007629395,813,86
80310028033,1062,0.06870264,0.06870264,0,34.9,34.9,35,0,0,60889,1958,486500,1215,27,542,31
80310028034,1391,0.04628516,0.04628516,0,33.2,36.8,32.5,55,0,52610,1972,268500,1144,28,760,162
80310029011,873,0.09636068,0.09636068,0,38.8,41.1,37.2,0,0,82685,0,481300,1318,41.7000007629395,183,11
80310029012,1135,0.09451318,0.09451318,0,31.8,29.9,33.3,0,0,102868,0,449300,1153,22,302,47
80310029013,1551,0.1934673,0.1934673,0,30.5,30.4,30.5,0,0,82938,1957,550500,1719,26.8999996185303,583,53
80310029021,1958,0.186163,0.186163,0,36.1,35.3,37.3,5,0,118214,0,691900,1622,21.3999996185303,205,0
80310029022,1306,0.1836387,0.1836387,0,42.1,39.7,44,40,0,156607,0,744200,2208,18.7999992370605,134,0
80310029023,975,0.1179558,0.1179558,0,36.9,38.7,32.7,0,0,107750,0,547000,1478,22.7999992370605,331,8
80310030011,1261,0.1563401,0.1563401,0,33.2,31.8,33.8,0,0,128506,1949,543400,2048,22,144,0
80310030012,1311,0.1935214,0.1935214,0,33.2,35.1,30.9,50,0,82986,0,551800,1628,24.7000007629395,243,0
80310030013,829,0.1561015,0.1561015,0,35.4,37.1,31.9,10,0,132188,0,479500,2231,47.2000007629395,41,0
80310030014,1365,0.1569988,0.1569988,0,37.5,43.4,35,13,0,93393,0,611800,1533,22.3999996185303,304,0
80310030015,1108,0.1560011,0.1560011,0,39.3,39.7,38.7,52,0,127031,0,540800,1615,51,130,39
80310030021,699,0.1260183,0.1260183,0,42.5,40.5,46,0,0,90714,0,494600,1849,36.7000007629395,108,0
80310030022,711,0.2469652,0.2469652,0,40.9,33.7,44.8,23,0,92083,1950,532400,1686,25.1000003814697,251,94
80310030023,1370,0.189041,0.189041,0,30.9,32.2,30.2,21,0,95216,1959,464100,1414,23.7999992370605,257,32
